id_raw,compte_bancaire,pays,annee,type_de_localisation,acces_au_telephone,taille_du_menage,age,sexe,relation_avec_le_chef_de_famille,etat_civil,niveau_education,type_de_job,Group Age
7416,No,Rwanda,2016,Urban,Yes,3,70,Female,Spouse,Marié(e),No formal education,Farming and Fishing,60-70
7417,Yes,Rwanda,2016,Rural,Yes,8,40,Female,Spouse,Marié(e),Secondary education,Farming and Fishing,30-40
7418,No,Rwanda,2016,Rural,No,5,67,Female,Head of Household,Marié(e),No formal education,Farming and Fishing,60-70
7419,No,Rwanda,2016,Rural,No,6,34,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
7420,No,Rwanda,2016,Urban,Yes,6,33,Female,Spouse,Marié(e),Primary education,Self employed,30-40
7421,No,Rwanda,2016,Rural,Yes,5,39,Female,Spouse,Marié(e),No formal education,Other Income,30-40
7422,No,Rwanda,2016,Rural,Yes,2,66,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
7423,No,Rwanda,2016,Rural,Yes,9,43,Female,Spouse,Marié(e),Secondary education,Farming and Fishing,40-50
7424,No,Rwanda,2016,Rural,Yes,7,58,Female,Spouse,Marié(e),Primary education,Informally employed,50-60
7425,No,Rwanda,2016,Urban,Yes,5,30,Female,Spouse,Marié(e),Primary education,Self employed,20-30
7426,Yes,Rwanda,2016,Rural,Yes,4,25,Female,Spouse,Marié(e),Secondary education,Self employed,20-30
7427,No,Rwanda,2016,Rural,Yes,3,44,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,40-50
7428,No,Rwanda,2016,Rural,Yes,2,46,Female,Head of Household,Divorcé(e),Primary education,Informally employed,40-50
7429,No,Rwanda,2016,Rural,Yes,2,28,Female,Head of Household,Célibataire,Primary education,Farming and Fishing,20-30
7430,No,Rwanda,2016,Rural,Yes,1,36,Male,Head of Household,Divorcé(e),Primary education,Informally employed,30-40
7431,No,Rwanda,2016,Urban,Yes,6,19,Female,Other non-relatives,Célibataire,Secondary education,Informally employed,10-20
7432,No,Rwanda,2016,Rural,No,4,28,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
7433,Yes,Rwanda,2016,Rural,Yes,9,44,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,40-50
7434,No,Rwanda,2016,Rural,Yes,5,46,Female,Spouse,Marié(e),Primary education,Farming and Fishing,40-50
7435,No,Rwanda,2016,Rural,Yes,5,31,Female,Parent,Célibataire,No formal education,Informally employed,30-40
7436,No,Rwanda,2016,Rural,No,2,21,Male,Child,Célibataire,Primary education,Farming and Fishing,20-30
7437,Yes,Rwanda,2016,Urban,Yes,8,43,Male,Head of Household,Marié(e),Vocational/Specialised training,Other Income,40-50
7438,No,Rwanda,2016,Rural,Yes,4,77,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,70-80
7439,No,Rwanda,2016,Rural,Yes,3,22,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
7440,No,Rwanda,2016,Urban,Yes,3,19,Female,Other non-relatives,Célibataire,Primary education,Informally employed,10-20
7441,No,Rwanda,2016,Rural,Yes,5,20,Female,Child,Célibataire,Secondary education,Farming and Fishing,10-20
7442,No,Rwanda,2016,Rural,Yes,7,39,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
7443,No,Rwanda,2016,Rural,Yes,3,55,Female,Head of Household,Divorcé(e),Primary education,Self employed,50-60
7444,No,Rwanda,2016,Urban,Yes,1,30,Male,Head of Household,Marié(e),Primary education,Self employed,20-30
7445,No,Rwanda,2016,Rural,Yes,7,41,Female,Spouse,Marié(e),Primary education,Farming and Fishing,40-50
7446,Yes,Rwanda,2016,Rural,Yes,6,21,Female,Child,Célibataire,Primary education,Farming and Fishing,20-30
7447,No,Rwanda,2016,Rural,Yes,7,20,Male,Child,Célibataire,Primary education,Farming and Fishing,10-20
7448,No,Rwanda,2016,Urban,Yes,2,18,Female,Head of Household,Célibataire,Primary education,Informally employed,10-20
7449,No,Rwanda,2016,Rural,No,5,49,Female,Spouse,Marié(e),No formal education,Farming and Fishing,40-50
7450,No,Rwanda,2016,Rural,Yes,3,35,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,30-40
7451,No,Rwanda,2016,Rural,No,3,67,Male,Head of Household,Marié(e),Primary education,Self employed,60-70
7452,No,Rwanda,2016,Rural,Yes,3,28,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
7453,No,Rwanda,2016,Rural,Yes,3,25,Female,Head of Household,Célibataire,Primary education,Farming and Fishing,20-30
7454,No,Rwanda,2016,Rural,Yes,1,53,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,50-60
7455,No,Rwanda,2016,Rural,No,7,33,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7456,No,Rwanda,2016,Rural,Yes,5,56,Male,Head of Household,Marié(e),Primary education,Informally employed,50-60
7457,No,Rwanda,2016,Urban,Yes,5,27,Female,Spouse,Marié(e),Primary education,Self employed,20-30
7458,Yes,Rwanda,2016,Rural,Yes,11,42,Male,Head of Household,Marié(e),Primary education,Self employed,40-50
7459,No,Rwanda,2016,Rural,Yes,5,17,Male,Child,Célibataire,Secondary education,Farming and Fishing,10-20
7460,No,Rwanda,2016,Rural,Yes,8,41,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
7461,No,Rwanda,2016,Rural,Yes,3,33,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
7462,No,Rwanda,2016,Rural,No,2,35,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7463,No,Rwanda,2016,Rural,Yes,3,41,Female,Head of Household,Divorcé(e),Primary education,Self employed,40-50
7464,No,Rwanda,2016,Rural,Yes,7,40,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7465,No,Rwanda,2016,Urban,Yes,3,40,Female,Child,Célibataire,Primary education,Farming and Fishing,30-40
7466,No,Rwanda,2016,Rural,Yes,2,33,Male,Child,Célibataire,Primary education,Farming and Fishing,30-40
7467,No,Rwanda,2016,Rural,Yes,5,20,Female,Child,Célibataire,Secondary education,Farming and Fishing,10-20
7468,No,Rwanda,2016,Rural,No,7,18,Male,Other relative,Célibataire,No formal education,Farming and Fishing,10-20
7469,No,Rwanda,2016,Rural,No,4,40,Female,Child,Célibataire,Primary education,Informally employed,30-40
7470,No,Rwanda,2016,Rural,Yes,2,17,Male,Child,Célibataire,Primary education,Informally employed,10-20
7471,No,Rwanda,2016,Rural,Yes,6,33,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
7472,No,Rwanda,2016,Rural,Yes,1,78,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
7473,No,Rwanda,2016,Rural,Yes,7,63,Male,Head of Household,Marié(e),No formal education,Informally employed,60-70
7474,No,Rwanda,2016,Rural,Yes,6,30,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
7475,No,Rwanda,2016,Rural,Yes,1,37,Male,Head of Household,Divorcé(e),No formal education,Self employed,30-40
7476,No,Rwanda,2016,Rural,Yes,6,40,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
7477,No,Rwanda,2016,Rural,Yes,8,54,Male,Head of Household,Marié(e),Primary education,Other Income,50-60
7478,No,Rwanda,2016,Rural,Yes,3,71,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
7479,No,Rwanda,2016,Urban,Yes,1,30,Male,Head of Household,Célibataire,Primary education,Informally employed,20-30
7480,No,Rwanda,2016,Urban,Yes,4,18,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
7481,Yes,Rwanda,2016,Urban,Yes,6,20,Female,Child,Célibataire,Secondary education,Farming and Fishing,10-20
7482,No,Rwanda,2016,Urban,Yes,2,53,Male,Head of Household,Marié(e),Secondary education,Self employed,50-60
7483,No,Rwanda,2016,Rural,Yes,3,33,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
7484,No,Rwanda,2016,Rural,Yes,5,30,Female,Child,Divorcé(e),No formal education,Informally employed,20-30
7485,No,Rwanda,2016,Rural,Yes,3,58,Male,Head of Household,Veuf/Veuve,Primary education,Self employed,50-60
7486,Yes,Rwanda,2016,Urban,Yes,7,42,Male,Head of Household,Marié(e),Tertiary education,Self employed,40-50
7487,No,Rwanda,2016,Rural,Yes,4,30,Male,Head of Household,Marié(e),No formal education,Informally employed,20-30
7488,No,Rwanda,2016,Rural,Yes,2,29,Male,Head of Household,Célibataire,No formal education,Informally employed,20-30
7489,No,Rwanda,2016,Rural,Yes,4,28,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
7490,No,Rwanda,2016,Rural,Yes,3,18,Male,Parent,Célibataire,Primary education,Farming and Fishing,10-20
7491,No,Rwanda,2016,Rural,Yes,5,30,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
7492,No,Rwanda,2016,Rural,Yes,5,35,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7493,No,Rwanda,2016,Rural,Yes,7,16,Male,Child,Célibataire,Secondary education,Farming and Fishing,10-20
7494,No,Rwanda,2016,Rural,Yes,5,20,Male,Child,Célibataire,Primary education,Self employed,10-20
7495,No,Rwanda,2016,Rural,No,2,19,Male,Child,Célibataire,Primary education,Informally employed,10-20
7496,No,Rwanda,2016,Rural,Yes,7,38,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7497,No,Rwanda,2016,Urban,No,3,73,Male,Head of Household,Marié(e),No formal education,Remittance Dependent,70-80
7498,No,Rwanda,2016,Rural,Yes,10,21,Female,Child,Célibataire,Primary education,Self employed,20-30
7499,No,Rwanda,2016,Rural,Yes,3,22,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
7500,No,Rwanda,2016,Rural,Yes,5,63,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,60-70
7501,No,Rwanda,2016,Rural,Yes,1,27,Male,Head of Household,Célibataire,Secondary education,Self employed,20-30
7502,No,Rwanda,2016,Rural,Yes,6,36,Female,Head of Household,Célibataire,Primary education,Informally employed,30-40
7503,No,Rwanda,2016,Rural,Yes,6,19,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
7504,No,Rwanda,2016,Rural,No,3,55,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,50-60
7505,No,Rwanda,2016,Rural,Yes,4,32,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
7506,No,Rwanda,2016,Rural,Yes,5,52,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,50-60
7507,Yes,Rwanda,2016,Rural,Yes,2,25,Male,Head of Household,Célibataire,Secondary education,Informally employed,20-30
7508,Yes,Rwanda,2016,Rural,Yes,5,36,Female,Spouse,Marié(e),Secondary education,Informally employed,30-40
7509,No,Rwanda,2016,Rural,No,4,37,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
7510,No,Rwanda,2016,Rural,Yes,2,73,Male,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,70-80
7511,No,Rwanda,2016,Rural,Yes,6,50,Male,Head of Household,Marié(e),Secondary education,Informally employed,40-50
7512,No,Rwanda,2016,Rural,Yes,4,36,Male,Head of Household,Marié(e),Primary education,Remittance Dependent,30-40
7513,No,Rwanda,2016,Rural,Yes,4,31,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
7514,No,Rwanda,2016,Urban,Yes,4,41,Male,Head of Household,Divorcé(e),Secondary education,Self employed,40-50
7515,Yes,Rwanda,2016,Urban,Yes,5,33,Female,Spouse,Marié(e),Tertiary education,Formally employed Government,30-40
7516,No,Rwanda,2016,Rural,Yes,6,39,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7517,No,Rwanda,2016,Rural,No,5,44,Female,Head of Household,Marié(e),No formal education,Informally employed,40-50
7518,No,Rwanda,2016,Rural,Yes,4,25,Female,Spouse,Marié(e),No formal education,Informally employed,20-30
7519,No,Rwanda,2016,Rural,Yes,6,56,Female,Spouse,Marié(e),No formal education,Farming and Fishing,50-60
7520,No,Rwanda,2016,Rural,No,5,20,Female,Child,Célibataire,Primary education,Informally employed,10-20
7521,No,Rwanda,2016,Rural,Yes,5,29,Female,Child,Célibataire,Primary education,Farming and Fishing,20-30
7522,No,Rwanda,2016,Urban,Yes,5,32,Female,Spouse,Marié(e),Secondary education,Formally employed Government,30-40
7523,No,Rwanda,2016,Rural,No,1,57,Female,Head of Household,Veuf/Veuve,Primary education,Informally employed,50-60
7524,No,Rwanda,2016,Rural,No,6,70,Male,Head of Household,Marié(e),Primary education,Other Income,60-70
7525,No,Rwanda,2016,Rural,Yes,6,19,Male,Child,Célibataire,Secondary education,Other Income,10-20
7526,No,Rwanda,2016,Rural,Yes,3,42,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,40-50
7527,No,Rwanda,2016,Rural,Yes,3,30,Male,Head of Household,Marié(e),Secondary education,Informally employed,20-30
7528,No,Rwanda,2016,Rural,Yes,11,50,Male,Parent,Célibataire,Secondary education,Remittance Dependent,40-50
7529,No,Rwanda,2016,Urban,Yes,5,24,Female,Child,Célibataire,Secondary education,Farming and Fishing,20-30
7530,No,Rwanda,2016,Rural,Yes,7,20,Male,Child,Célibataire,Secondary education,Remittance Dependent,10-20
7531,No,Rwanda,2016,Rural,Yes,2,34,Female,Spouse,Marié(e),Tertiary education,Farming and Fishing,30-40
7532,No,Rwanda,2016,Rural,Yes,2,56,Female,Spouse,Marié(e),Primary education,Farming and Fishing,50-60
7533,No,Rwanda,2016,Rural,No,4,44,Female,Spouse,Marié(e),Primary education,Farming and Fishing,40-50
7534,Yes,Rwanda,2016,Rural,Yes,6,36,Male,Head of Household,Marié(e),Primary education,Self employed,30-40
7535,No,Rwanda,2016,Rural,Yes,5,31,Female,Spouse,Marié(e),Primary education,Self employed,30-40
7536,No,Rwanda,2016,Rural,Yes,4,17,Male,Child,Célibataire,Secondary education,Remittance Dependent,10-20
7537,Yes,Rwanda,2016,Rural,No,4,33,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
7538,Yes,Rwanda,2016,Rural,Yes,3,25,Female,Spouse,Marié(e),Secondary education,Informally employed,20-30
7539,No,Rwanda,2016,Rural,Yes,6,50,Female,Head of Household,Divorcé(e),No formal education,Informally employed,40-50
7540,No,Rwanda,2016,Rural,Yes,2,45,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,40-50
7541,No,Rwanda,2016,Rural,Yes,5,42,Female,Head of Household,Divorcé(e),No formal education,Farming and Fishing,40-50
7542,No,Rwanda,2016,Rural,No,5,47,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
7543,No,Rwanda,2016,Urban,Yes,3,21,Female,Parent,Célibataire,Secondary education,Remittance Dependent,20-30
7544,Yes,Rwanda,2016,Rural,Yes,7,49,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,40-50
7545,No,Rwanda,2016,Rural,Yes,3,62,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
7546,No,Rwanda,2016,Rural,Yes,8,23,Male,Child,Célibataire,Secondary education,Farming and Fishing,20-30
7547,No,Rwanda,2016,Rural,Yes,4,46,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
7548,No,Rwanda,2016,Rural,Yes,5,35,Female,Head of Household,Marié(e),Primary education,Informally employed,30-40
7549,No,Rwanda,2016,Urban,Yes,8,40,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
7550,No,Rwanda,2016,Rural,Yes,2,37,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7551,No,Rwanda,2016,Rural,No,6,38,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
7552,No,Rwanda,2016,Rural,Yes,2,17,Male,Child,Célibataire,Secondary education,Remittance Dependent,10-20
7553,No,Rwanda,2016,Rural,Yes,5,47,Female,Head of Household,Divorcé(e),No formal education,Informally employed,40-50
7554,No,Rwanda,2016,Rural,No,2,80,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
7555,No,Rwanda,2016,Rural,Yes,5,31,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
7556,No,Rwanda,2016,Rural,Yes,7,70,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,60-70
7557,No,Rwanda,2016,Rural,Yes,7,20,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
7558,No,Rwanda,2016,Rural,No,3,21,Female,Spouse,Célibataire,Secondary education,Informally employed,20-30
7559,No,Rwanda,2016,Rural,Yes,7,21,Female,Parent,Célibataire,Primary education,Farming and Fishing,20-30
7560,Yes,Rwanda,2016,Rural,Yes,5,32,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7561,No,Rwanda,2016,Rural,Yes,6,40,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
7562,No,Rwanda,2016,Urban,Yes,11,45,Female,Spouse,Marié(e),Secondary education,Remittance Dependent,40-50
7563,Yes,Rwanda,2016,Rural,Yes,5,31,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
7564,Yes,Rwanda,2016,Rural,Yes,5,38,Male,Head of Household,Marié(e),Primary education,Self employed,30-40
7565,No,Rwanda,2016,Rural,Yes,6,16,Male,Child,Célibataire,Primary education,Farming and Fishing,10-20
7566,No,Rwanda,2016,Rural,Yes,9,23,Male,Child,Célibataire,Primary education,Farming and Fishing,20-30
7567,No,Rwanda,2016,Rural,Yes,4,25,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
7568,No,Rwanda,2016,Urban,Yes,5,35,Female,Spouse,Marié(e),Primary education,Self employed,30-40
7569,No,Rwanda,2016,Urban,Yes,2,35,Male,Head of Household,Célibataire,Primary education,Other Income,30-40
7570,No,Rwanda,2016,Rural,No,3,85,Male,Head of Household,Marié(e),No formal education,Informally employed,80+
7571,No,Rwanda,2016,Rural,Yes,1,29,Female,Head of Household,Divorcé(e),Primary education,Farming and Fishing,20-30
7572,No,Rwanda,2016,Rural,Yes,2,76,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
7573,Yes,Rwanda,2016,Urban,Yes,6,33,Female,Spouse,Marié(e),Secondary education,Self employed,30-40
7574,No,Rwanda,2016,Rural,No,1,72,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
7575,No,Rwanda,2016,Rural,Yes,6,46,Female,Spouse,Marié(e),No formal education,Informally employed,40-50
7576,No,Rwanda,2016,Rural,No,3,25,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
7577,No,Rwanda,2016,Rural,Yes,5,44,Female,Spouse,Marié(e),Primary education,Formally employed Private,40-50
7578,No,Rwanda,2016,Rural,Yes,3,75,Female,Spouse,Marié(e),Primary education,Farming and Fishing,70-80
7579,No,Rwanda,2016,Urban,No,2,78,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,70-80
7580,No,Rwanda,2016,Rural,No,5,21,Male,Child,Célibataire,Primary education,Informally employed,20-30
7581,No,Rwanda,2016,Rural,Yes,5,32,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
7582,No,Rwanda,2016,Rural,Yes,7,47,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
7583,No,Rwanda,2016,Rural,Yes,3,58,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,50-60
7584,No,Rwanda,2016,Rural,Yes,8,23,Male,Head of Household,Célibataire,No formal education,Farming and Fishing,20-30
7585,No,Rwanda,2016,Rural,Yes,7,65,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
7586,Yes,Rwanda,2016,Urban,Yes,2,29,Male,Head of Household,Célibataire,Tertiary education,Informally employed,20-30
7587,No,Rwanda,2016,Rural,Yes,6,30,Female,Child,Célibataire,Primary education,Informally employed,20-30
7588,No,Rwanda,2016,Rural,Yes,3,23,Female,Spouse,Marié(e),Secondary education,Informally employed,20-30
7589,No,Rwanda,2016,Rural,Yes,6,36,Female,Spouse,Marié(e),Primary education,Self employed,30-40
7590,No,Rwanda,2016,Rural,Yes,5,26,Male,Child,Célibataire,Secondary education,Informally employed,20-30
7591,Yes,Rwanda,2016,Rural,Yes,3,35,Female,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
7592,Yes,Rwanda,2016,Rural,Yes,4,41,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
7593,No,Rwanda,2016,Urban,Yes,3,21,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
7594,No,Rwanda,2016,Rural,Yes,3,47,Female,Spouse,Marié(e),No formal education,Farming and Fishing,40-50
7595,No,Rwanda,2016,Rural,Yes,2,70,Male,Head of Household,Divorcé(e),No formal education,Farming and Fishing,60-70
7596,No,Rwanda,2016,Rural,No,3,23,Female,Child,Célibataire,Primary education,Farming and Fishing,20-30
7597,No,Rwanda,2016,Rural,Yes,4,21,Male,Child,Célibataire,Primary education,Farming and Fishing,20-30
7598,Yes,Rwanda,2016,Rural,Yes,5,30,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
7599,No,Rwanda,2016,Rural,Yes,5,55,Female,Spouse,Marié(e),No formal education,Farming and Fishing,50-60
7600,No,Rwanda,2016,Rural,Yes,7,17,Female,Child,Célibataire,Secondary education,Informally employed,10-20
7601,No,Rwanda,2016,Rural,Yes,4,29,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,20-30
7602,No,Rwanda,2016,Rural,Yes,4,45,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,40-50
7603,No,Rwanda,2016,Rural,Yes,1,56,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,50-60
7604,No,Rwanda,2016,Rural,Yes,3,28,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
7605,No,Rwanda,2016,Rural,No,6,41,Female,Head of Household,Veuf/Veuve,Secondary education,Informally employed,40-50
7606,No,Rwanda,2016,Rural,Yes,6,45,Female,Spouse,Marié(e),Primary education,Remittance Dependent,40-50
7607,No,Rwanda,2016,Rural,Yes,4,52,Female,Head of Household,Veuf/Veuve,No formal education,Other Income,50-60
7608,No,Rwanda,2016,Rural,Yes,4,42,Female,Child,Célibataire,Secondary education,Farming and Fishing,40-50
7609,No,Rwanda,2016,Rural,Yes,3,63,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,60-70
7610,No,Rwanda,2016,Rural,Yes,5,29,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
7611,No,Rwanda,2016,Rural,Yes,3,23,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
7612,No,Rwanda,2016,Rural,Yes,4,33,Female,Spouse,Marié(e),Primary education,Self employed,30-40
7613,No,Rwanda,2016,Rural,Yes,6,34,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
7614,No,Rwanda,2016,Rural,No,4,26,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
7615,No,Rwanda,2016,Rural,Yes,5,43,Male,Head of Household,Marié(e),Secondary education,Formally employed Private,40-50
7616,No,Rwanda,2016,Rural,Yes,5,66,Male,Head of Household,Marié(e),No formal education,Remittance Dependent,60-70
7617,No,Rwanda,2016,Rural,Yes,6,48,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
7618,No,Rwanda,2016,Rural,Yes,5,30,Male,Head of Household,Marié(e),No formal education,Informally employed,20-30
7619,Yes,Rwanda,2016,Rural,Yes,5,38,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,30-40
7620,No,Rwanda,2016,Rural,No,1,60,Female,Head of Household,Divorcé(e),Primary education,Farming and Fishing,50-60
7621,No,Rwanda,2016,Rural,Yes,8,19,Female,Child,Célibataire,Primary education,Informally employed,10-20
7622,No,Rwanda,2016,Rural,Yes,3,39,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,30-40
7623,No,Rwanda,2016,Rural,Yes,2,65,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,60-70
7624,No,Rwanda,2016,Rural,No,1,75,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,70-80
7625,No,Rwanda,2016,Rural,Yes,9,52,Female,Spouse,Marié(e),Primary education,Farming and Fishing,50-60
7626,No,Rwanda,2016,Rural,Yes,6,45,Female,Spouse,Marié(e),Primary education,Farming and Fishing,40-50
7627,No,Rwanda,2016,Rural,Yes,2,21,Female,Child,Célibataire,Secondary education,Farming and Fishing,20-30
7628,No,Rwanda,2016,Urban,Yes,1,65,Female,Head of Household,Veuf/Veuve,Primary education,Remittance Dependent,60-70
7629,No,Rwanda,2016,Rural,Yes,3,24,Male,Child,Célibataire,Secondary education,Farming and Fishing,20-30
7630,No,Rwanda,2016,Rural,Yes,4,23,Female,Child,Célibataire,Primary education,Farming and Fishing,20-30
7631,No,Rwanda,2016,Rural,No,3,62,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
7632,No,Rwanda,2016,Urban,Yes,4,40,Male,Head of Household,Marié(e),Secondary education,Self employed,30-40
7633,No,Rwanda,2016,Rural,Yes,6,38,Female,Head of Household,Marié(e),Primary education,Dont Know/Refuse to answer,30-40
7634,No,Rwanda,2016,Urban,Yes,3,33,Female,Spouse,Marié(e),Primary education,Self employed,30-40
7635,No,Rwanda,2016,Rural,Yes,5,31,Female,Head of Household,Célibataire,Primary education,Farming and Fishing,30-40
7636,No,Rwanda,2016,Rural,No,5,54,Male,Head of Household,Marié(e),No formal education,Informally employed,50-60
7637,No,Rwanda,2016,Rural,Yes,5,19,Male,Other non-relatives,Célibataire,Primary education,Farming and Fishing,10-20
7638,No,Rwanda,2016,Rural,Yes,8,23,Female,Child,Célibataire,Primary education,Informally employed,20-30
7639,Yes,Rwanda,2016,Rural,Yes,5,57,Male,Head of Household,Marié(e),Primary education,Informally employed,50-60
7640,No,Rwanda,2016,Rural,Yes,4,56,Female,Spouse,Marié(e),Primary education,Farming and Fishing,50-60
7641,No,Rwanda,2016,Rural,No,3,24,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
7642,No,Rwanda,2016,Rural,Yes,7,44,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
7643,Yes,Rwanda,2016,Rural,Yes,4,53,Male,Head of Household,Marié(e),No formal education,Informally employed,50-60
7644,No,Rwanda,2016,Urban,Yes,4,54,Female,Spouse,Marié(e),Primary education,Farming and Fishing,50-60
7645,No,Rwanda,2016,Rural,Yes,2,35,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
7646,No,Rwanda,2016,Rural,Yes,7,54,Female,Spouse,Marié(e),No formal education,Farming and Fishing,50-60
7647,No,Rwanda,2016,Rural,Yes,5,61,Female,Head of Household,Veuf/Veuve,Primary education,Informally employed,60-70
7648,No,Rwanda,2016,Rural,Yes,3,23,Female,Child,Célibataire,Primary education,Informally employed,20-30
7649,No,Rwanda,2016,Rural,Yes,7,21,Female,Parent,Célibataire,Vocational/Specialised training,Farming and Fishing,20-30
7650,No,Rwanda,2016,Rural,No,7,51,Male,Head of Household,Marié(e),No formal education,Other Income,50-60
7651,No,Rwanda,2016,Rural,Yes,2,22,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
7652,No,Rwanda,2016,Rural,Yes,3,48,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,40-50
7653,No,Rwanda,2016,Rural,No,3,61,Female,Spouse,Marié(e),Primary education,Farming and Fishing,60-70
7654,No,Rwanda,2016,Rural,Yes,4,74,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,70-80
7655,No,Rwanda,2016,Rural,Yes,1,23,Male,Head of Household,Célibataire,Secondary education,Farming and Fishing,20-30
7656,No,Rwanda,2016,Rural,No,2,61,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,60-70
7657,No,Rwanda,2016,Rural,Yes,6,49,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
